id,mutcd,name,class,speed,lat,lon,first_seen
2.14396E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.62785268,-77.51951844,9/27/2023
1.2556E+15,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.62899434,-77.51967464,9/27/2023
1.36238E+15,R2-1,Speed 45,regulatory--maximum-speed-limit-45--g3,45,37.62958137,-77.51821,9/27/2023
3.03303E+14,R2-1,Speed 45,regulatory--maximum-speed-limit-45--g3,45,37.6297345,-77.51998395,9/27/2023
3.03303E+14,R2-1,Speed 15,regulatory--maximum-speed-limit-15--g3,15,37.63174959,-77.51505022,9/27/2023
9.69555E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.63477285,-77.51911743,9/29/2023
6.46472E+14,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.63595107,-77.51835438,9/27/2023
9.97485E+14,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.63562845,-77.51765063,9/28/2023
1.10985E+15,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.64078158,-77.51644426,9/27/2023
3.01065E+14,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.6369564,-77.51841621,9/29/2023
3.14407E+15,R2-1,Speed 55,regulatory--maximum-speed-limit-55--g2,55,37.64816405,-77.51911748,9/29/2023
1.1521E+15,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.64455563,-77.5163011,9/29/2023
1.34877E+15,R2-1,Speed 45,regulatory--maximum-speed-limit-45--g3,45,37.6455546,-77.51878768,9/29/2023
1.34877E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.64475731,-77.5130016,9/29/2023
1.7251E+15,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.64684229,-77.51519167,9/28/2023
9.31456E+14,R2-1,Speed 55,regulatory--maximum-speed-limit-55--g2,55,37.64813722,-77.51924127,9/29/2023
9.31456E+14,R2-1,Speed 45,regulatory--maximum-speed-limit-45--g3,45,37.64810973,-77.51929096,9/29/2023
9.31456E+14,R2-1,Speed 45,regulatory--maximum-speed-limit-45--g3,45,37.64802138,-77.51944554,9/29/2023
6.92149E+14,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.64540275,-77.51586132,9/28/2023
3.02641E+14,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.64247781,-77.51585622,9/27/2023
1.02444E+15,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.65014235,-77.51281735,9/28/2023
1.02444E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.64946272,-77.51395066,9/28/2023
1.04647E+15,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65069265,-77.51849094,9/28/2023
1.43021E+15,R2-1,Speed 35,regulatory--maximum-speed-limit-35--g2,35,37.65192961,-77.51979229,9/28/2023
3.34249E+14,R2-1,Speed 25,regulatory--maximum-speed-limit-25--g2,25,37.65860238,-77.5132238,9/28/2023
