id,mutcd,name,class,speed,lat,lon,first_seen
1.55186E+15,R1-1,STOP,regulatory--stop--g1,,37.57179451,-77.48025753,9/13/2024
1.55186E+15,R1-1,STOP,regulatory--stop--g1,,37.57179747,-77.47998456,9/13/2024
8.03101E+14,R1-1,STOP,regulatory--stop--g2,,37.57714697,-77.47677448,2/9/2020
8.03154E+14,R1-1,STOP,regulatory--stop--g2,,37.57703701,-77.47692495,2/9/2020
8.03264E+14,R1-1,STOP,regulatory--stop--g2,,37.57711056,-77.47687041,2/9/2020
3.49843E+15,R1-1,STOP,regulatory--stop--g1,,37.57287299,-77.48240153,9/13/2024
3.49843E+15,R1-1,STOP,regulatory--stop--g1,,37.57405761,-77.48264647,9/13/2024
5.3433E+14,W3-1,Stop Ahead,warning--stop-ahead--g1,,37.57381986,-77.48268188,9/13/2024
5.3433E+14,R1-1,STOP,regulatory--stop--g1,,37.57189801,-77.48197243,9/13/2024
5.05117E+14,R1-1,STOP,regulatory--stop--g1,,37.57180834,-77.4822838,9/13/2024
4.36677E+14,R1-1,STOP,regulatory--stop--g1,,37.57193196,-77.4822554,6/29/2024
9.9263E+14,R1-1,STOP,regulatory--stop--g1,,37.57121638,-77.4812759,6/29/2024
9.41031E+14,R1-2,YIELD,regulatory--yield--g1,,37.57444778,-77.47667635,10/6/2017
1.4863E+15,R1-1,STOP,regulatory--stop--g1,,37.57943769,-77.48397999,9/13/2024
1.75541E+15,R1-1,STOP,regulatory--stop--g1,,37.58484971,-77.4829586,9/22/2023
1.3604E+15,R1-1,STOP,regulatory--stop--g1,,37.58337982,-77.4815782,9/22/2023
2.31159E+14,R1-1,STOP,regulatory--stop--g1,,37.58401859,-77.47572602,1/17/2021
2.31245E+14,R1-2,YIELD,regulatory--yield--g1,,37.58399545,-77.47500586,1/17/2021
2.85255E+14,R1-2,YIELD,regulatory--yield--g1,,37.58366321,-77.4754601,1/17/2021
2.82072E+15,R1-2,YIELD,regulatory--yield--g1,,37.58385365,-77.47517912,1/17/2021
2.02582E+14,R1-2,YIELD,regulatory--yield--g1,,37.58379179,-77.4753751,1/17/2021
1.70239E+14,R1-2,YIELD,regulatory--yield--g1,,37.5839803,-77.47559174,1/17/2021
8.78513E+14,R1-2,YIELD,regulatory--yield--g1,,37.58816202,-77.47617551,7/19/2018
7.00998E+14,R1-1,STOP,regulatory--stop--g1,,37.60598078,-77.48132461,9/21/2023
2.71939E+15,R1-1,STOP,regulatory--stop--g1,,37.60554034,-77.47646296,9/21/2023
9.46319E+14,R1-1,STOP,regulatory--stop--g1,,37.60480417,-77.47654376,9/21/2023
1.04813E+15,R1-1,STOP,regulatory--stop--g1,,37.6058765,-77.48273882,9/21/2023
1.18649E+15,R1-1,STOP,regulatory--stop--g1,,37.60605336,-77.47947816,9/21/2023
1.18649E+15,R1-1,STOP,regulatory--stop--g1,,37.60609148,-77.48119466,9/21/2023
7.00998E+14,R1-1,STOP,regulatory--stop--g1,,37.60614876,-77.47934598,9/21/2023
1.13183E+15,R1-1,STOP,regulatory--stop--g1,,37.60613798,-77.47659989,9/21/2023
1.13183E+15,R1-1,STOP,regulatory--stop--g1,,37.60622852,-77.47644196,9/21/2023
1.72607E+15,R1-1,STOP,regulatory--stop--g1,,37.60618752,-77.47505589,9/21/2023
3.26399E+14,R1-1,STOP,regulatory--stop--g1,,37.61437465,-77.47814857,9/21/2023
3.26399E+14,R1-1,STOP,regulatory--stop--g1,,37.61460719,-77.47635137,9/21/2023
3.264E+14,R1-2,YIELD,regulatory--yield--g1,,37.61428915,-77.47830071,9/21/2023
1.69353E+15,R1-1,STOP,regulatory--stop--g1,,37.60690334,-77.48398381,9/21/2023
5.96142E+14,R1-1,STOP,regulatory--stop--g1,,37.6069465,-77.47955238,9/21/2023
5.96142E+14,R1-1,STOP,regulatory--stop--g1,,37.60702475,-77.47667167,9/21/2023
5.96142E+14,R1-1,STOP,regulatory--stop--g1,,37.60703549,-77.47945352,9/21/2023
5.96142E+14,R1-1,STOP,regulatory--stop--g1,,37.60711809,-77.47651777,9/21/2023
2.23057E+14,R1-1,STOP,regulatory--stop--g1,,37.6129741,-77.47805646,9/21/2023
2.23057E+14,R1-1,STOP,regulatory--stop--g1,,37.61353776,-77.47795939,9/21/2023
